,usdtbtc,usdtbtc,usdtbtc,usdtbtc,usdtbtc,usdtbtc,usdtbtc,usdtbtc,usdtetc,usdtetc,usdtetc,usdtetc,usdtetc,usdtetc,usdtetc,usdtetc,usdteth,usdteth,usdteth,usdteth,usdteth,usdteth,usdteth,usdteth,usdtltc,usdtltc,usdtltc,usdtltc,usdtltc,usdtltc,usdtltc,usdtltc,usdtxmr,usdtxmr,usdtxmr,usdtxmr,usdtxmr,usdtxmr,usdtxmr,usdtxmr,usdtxrp,usdtxrp,usdtxrp,usdtxrp,usdtxrp,usdtxrp,usdtxrp,usdtxrp,usdtzec,usdtzec,usdtzec,usdtzec,usdtzec,usdtzec,usdtzec,usdtzec,fiat,fiat,fiat
,open,high,low,close,volume,prev_position,position,amount,open,high,low,close,volume,prev_position,position,amount,open,high,low,close,volume,prev_position,position,amount,open,high,low,close,volume,prev_position,position,amount,open,high,low,close,volume,prev_position,position,amount,open,high,low,close,volume,prev_position,position,amount,open,high,low,close,volume,prev_position,position,amount,prev_position,position,amount
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-15 00:00:00,4310.92800002,4342.99999999,4310.92800001,4331.64957436,168.02387247,0,0,0E-8,13.94000016,14.13199611,13.94000016,13.97435927,1123.51796522,0,0,0E-8,298.06000000,299.48000000,297.57840000,297.57850000,110.47326077,0,0,0E-8,45.40199831,45.59269999,45.38112000,45.40199828,632.68396064,0,0,0E-8,49.78000000,49.91679830,49.40731152,49.52771692,283.56733627,0,0,0E-8,0.16769999,0.16769999,0.16610005,0.16680000,108321.67388056,0,0,0E-8,210.32900000,210.54127555,206.10000000,206.71830000,160.73363201,0,0,0E-8,1,1,100.00000000
2017-08-15 00:30:00,4335.00000000,4358.03000000,4316.47090882,4334.00000000,175.23691532,0,0,0E-8,13.98000002,13.99271340,13.87030025,13.90000001,378.59708602,0,0,0E-8,297.57850000,298.50000000,296.20014296,296.84231501,113.12696321,0,0,0E-8,45.40199830,45.45854386,44.84555857,45.00000000,1312.42911766,0,0,0E-8,49.97628040,50.05090725,49.70938910,49.82704370,159.37128641,0,0,0E-8,0.16680000,0.16749887,0.16615000,0.16664977,70444.55904749,0,0,0E-8,206.71830000,206.92440000,205.92439999,206.10000002,16.76415005,0,0,0E-8,1,1,100.00000000
2017-08-15 01:00:00,4333.00000001,4348.99999999,4326.17535782,4338.00000029,59.98329556,0,0,0E-8,13.97672975,13.97672975,13.82868936,13.83000001,879.24673035,0,0,0E-8,296.12325000,296.84231500,295.90000001,296.00200001,346.29565111,0,0,0E-8,44.83000000,45.03469973,44.73677422,45.00000000,623.06262425,0,0,0E-8,49.88396339,50.09978247,49.79011077,49.95400001,103.21978507,0,0,0E-8,0.16664941,0.16719932,0.16600000,0.16699999,61743.67960983,0,0,0E-8,207.13049999,207.54269988,205.48042557,205.48042558,10.91997980,0,0,0E-8,1,1,100.00000000
2017-08-15 01:30:00,4338.00000030,4365.01010101,4331.47281136,4365.01010099,98.20056070,0,0,0E-8,13.83000001,13.94579832,13.75000000,13.78500000,1669.75324828,0,0,0E-8,296.84231496,296.84231496,293.00000000,293.99993000,750.47976560,0,0,0E-8,45.03470000,45.09019999,44.74999999,44.90000000,397.70199508,0,0,0E-8,49.95400000,50.02990903,49.47497848,49.50000000,77.45154527,0,0,0E-8,0.16721481,0.16730000,0.16610010,0.16650001,59583.42549361,0,0,0E-8,205.15000000,207.54269724,204.90543532,205.15060367,100.62045229,0,0,0E-8,1,1,100.00000000
2017-08-15 02:00:00,4365.00000000,4408.95395043,4365.00000000,4385.00000000,318.81952683,0,0,0E-8,13.75000000,13.78500000,13.50000000,13.64028080,7272.54358267,0,0,0E-8,293.99993000,294.74829975,290.50000000,293.40000000,1480.96483825,0,0,0E-8,44.74999999,44.92452283,44.40000001,44.50000000,5034.21368486,0,0,0E-8,49.47497848,50.25564038,49.47497848,49.78001902,286.73152197,0,0,0E-8,0.16729850,0.16729850,0.15800001,0.16279981,2184769.20354488,0,0,0E-8,204.86042466,206.15000000,204.00000133,204.62842901,56.45652550,0,0,0E-8,1,1,100.00000000
2017-08-15 02:30:00,4385.00000000,4410.00000000,4375.93385830,4399.99999900,223.34622949,0,0,0E-8,13.64028241,13.64028241,13.47924316,13.49999944,904.49851857,0,0,0E-8,293.99999996,293.99999996,291.00056001,293.00000000,609.38456442,0,0,0E-8,44.49000000,44.59999861,44.30000000,44.44999907,874.65146704,0,0,0E-8,50.16999971,50.17000000,49.78001706,49.88570132,61.94017551,0,0,0E-8,0.16250000,0.16343039,0.16040017,0.16163426,391020.57255694,0,0,0E-8,204.77999997,206.14336575,204.00000000,206.14336572,92.61620151,0,0,0E-8,1,1,100.00000000
2017-08-15 03:00:00,4399.99999900,4410.00000002,4379.13000000,4407.31942184,162.13883317,0,0,0E-8,13.47924317,13.70699994,13.45260201,13.70699994,1056.81839903,0,0,0E-8,293.59999982,293.59999995,291.00000000,292.49060999,843.71036917,0,0,0E-8,44.44999828,44.59999895,44.20000000,44.59999891,436.38410796,0,0,0E-8,49.96274489,49.96274489,49.00000000,49.28346136,46.12334184,0,0,0E-8,0.16131109,0.16380000,0.16040024,0.16379998,161035.18261068,0,0,0E-8,204.68099032,206.41799989,203.10000000,203.50620000,181.49002199,0,0,0E-8,1,1,100.00000000
2017-08-15 03:30:00,4407.31942183,4426.00000000,4395.00000000,4395.00000000,185.31667965,0,0,0E-8,13.68899998,13.68899998,13.50000000,13.53448858,1381.54515799,0,0,0E-8,292.49046999,292.49046999,290.65260793,291.99985999,409.95689746,0,0,0E-8,44.59999847,44.59999847,44.00000000,44.19999989,1004.44152568,0,0,0E-8,49.34999958,49.35000000,48.95289120,48.95289121,510.85384921,0,0,0E-8,0.16379998,0.16379998,0.16170000,0.16268382,176609.39824389,0,0,0E-8,203.10000000,204.00000000,202.49999999,202.49999999,54.23312840,0,0,0E-8,1,1,100.00000000
2017-08-15 04:00:00,4399.99999999,4409.12999999,4331.54240114,4354.35055136,493.71235583,0,0,0E-8,13.50000000,13.68289597,13.40000000,13.68289597,1416.52933210,0,0,0E-8,291.89985997,292.40000000,289.84000000,289.99999999,1724.32525297,0,0,0E-8,44.00000000,44.30630000,42.70499852,42.70499852,4005.36237194,0,0,0E-8,48.89759940,48.98535775,48.22402790,48.22402800,134.18903255,0,0,0E-8,0.16268418,0.16348834,0.16195754,0.16253988,157982.03834307,0,0,0E-8,202.49999999,203.00000000,200.00000000,201.99895000,240.72071627,0,0,0E-8,1,1,100.00000000
2017-08-15 04:30:00,4354.35055136,4374.61930021,4320.77282788,4354.35861438,387.69309990,0,0,0E-8,13.68289589,13.68289589,13.48979355,13.50435600,517.21031235,0,0,0E-8,290.00000000,293.60000000,289.61410001,292.50100000,895.91277376,0,0,0E-8,42.87884370,43.21745962,42.32323233,43.21079999,3170.46494399,0,0,0E-8,48.22402811,48.42592299,48.06363424,48.42592299,60.82369364,0,0,0E-8,0.16160000,0.16430380,0.16155367,0.16381487,1379498.43629889,0,0,0E-8,202.10000000,203.25578406,200.11981725,201.00000000,66.53839310,0,0,0E-8,1,1,100.00000000
2017-08-15 05:00:00,4359.00000000,4391.00000001,4350.96663970,4382.99999999,115.77968984,0,0,0E-8,13.55435566,13.60010000,13.49779076,13.54999992,478.62201181,0,0,0E-8,292.57169736,292.79599994,289.29052006,290.86600000,518.43279991,0,0,0E-8,43.21080000,43.66999986,43.21079998,43.43000000,1283.90387204,0,0,0E-8,48.47127890,48.83300887,48.43441299,48.61000000,94.89531609,0,0,0E-8,0.16381487,0.16430383,0.16276868,0.16277050,146185.34476277,0,0,0E-8,201.00000000,201.05199999,200.00000000,200.00000000,649.64101373,0,0,0E-8,1,1,100.00000000
2017-08-15 05:30:00,4382.99999999,4390.13153225,4360.84999969,4363.94881605,145.54374069,0,0,0E-8,13.48979354,13.55000000,13.45000061,13.45000062,1903.63808437,0,0,0E-8,290.86600000,292.10999999,290.78111098,291.10000001,371.22487283,0,0,0E-8,43.35887706,43.36963044,42.99451640,42.99451640,636.65344499,0,0,0E-8,48.43045850,48.79043332,48.15466428,48.15466428,33.92055507,0,0,0E-8,0.16277105,0.16409190,0.16276872,0.16300001,31014.59881944,0,0,0E-8,200.00000000,201.13005600,199.00000013,199.12299999,1081.22760791,0,0,0E-8,1,1,100.00000000
2017-08-15 06:00:00,4363.80986131,4365.35168480,4250.00000000,4278.00206001,453.51722330,0,0,0E-8,13.45000060,13.55000000,13.36630356,13.43000000,2658.40058715,0,0,0E-8,291.10000001,292.01999998,288.12000000,288.44415005,1506.88323342,0,0,0E-8,43.07253863,43.07999999,42.60000000,42.73706551,1170.75405482,0,0,0E-8,48.15466427,48.19164194,46.77000000,47.41340000,428.04592148,0,0,0E-8,0.16388649,0.16388649,0.16050002,0.16208450,141147.93145467,0,0,0E-8,199.00000078,200.19600003,196.00000000,200.19600002,196.82111703,0,0,0E-8,1,1,100.00000000
2017-08-15 06:30:00,4278.00000000,4294.77077497,4200.00000000,4252.00300065,568.43660639,0,0,0E-8,13.43000000,13.54999999,13.37643597,13.54999999,1465.94618594,0,0,0E-8,288.49199306,291.26138992,287.49999997,291.26055000,1260.68292847,0,0,0E-8,42.80000700,43.28699996,42.46000000,43.24748439,707.55896798,0,0,0E-8,47.41590000,48.10000000,47.00000000,47.66250000,91.00933946,0,0,0E-8,0.16208481,0.16289280,0.16155520,0.16289280,37260.32143818,0,0,0E-8,198.11406977,205.10000000,198.11406977,203.18400010,68.37184648,0,0,0E-8,1,1,100.00000000
2017-08-15 07:00:00,4261.99999989,4272.00000000,4227.00000000,4268.00000000,211.25562216,0,0,0E-8,13.46400034,13.54088480,13.45247382,13.47000003,462.11836616,0,0,0E-8,291.26061995,291.26061995,288.66007001,290.97999999,412.52883656,0,0,0E-8,43.17060000,43.49898700,43.00000000,43.00000100,818.62928211,0,0,0E-8,47.91313880,47.91313884,47.58422150,47.76979090,5.04258819,0,0,0E-8,0.16271296,0.16305440,0.16271294,0.16290000,249492.54878607,0,0,0E-8,204.77499997,204.77499997,201.52300551,201.52300565,24.47897485,0,0,0E-8,1,1,100.00000000
2017-08-15 07:30:00,4268.66144699,4300.99999992,4266.84796100,4293.84300001,239.85047265,0,0,0E-8,13.54088481,13.64359797,13.51019735,13.62570000,2902.73155605,0,0,0E-8,290.95000000,293.59909999,290.95000000,293.39999992,1076.85743448,0,0,0E-8,43.00000101,43.25938999,43.00000000,43.10001001,244.96474717,0,0,0E-8,47.76997920,48.33617480,47.76997920,48.33617480,6.82842016,0,0,0E-8,0.16290000,0.16513988,0.16290000,0.16436000,100808.89080293,0,0,0E-8,201.52300570,208.18400010,201.52300570,207.56640002,110.88057646,0,0,0E-8,1,1,100.00000000
2017-08-15 08:00:00,4295.00000000,4340.41663525,4295.00000000,4321.15638800,189.75867634,0,0,0E-8,13.63000000,13.79999991,13.62999999,13.79999991,2316.33873046,0,0,0E-8,293.10000001,295.99999999,293.10000000,295.99999998,1119.68413456,0,0,0E-8,43.25938999,43.50000001,43.20500050,43.26000000,360.71558242,0,0,0E-8,48.36421800,48.52471120,48.08874186,48.12750000,56.35810407,0,0,0E-8,0.16428310,0.16515521,0.16358400,0.16400000,234788.28365455,0,0,0E-8,207.54269822,208.16299985,206.00000003,206.99999997,50.14632630,0,0,0E-8,1,1,100.00000000
2017-08-15 08:30:00,4320.00000011,4320.00000011,4200.00000000,4214.99999997,490.48888319,0,0,0E-8,13.79999991,13.79999991,13.50907302,13.50907302,1544.02891636,0,0,0E-8,295.99999999,296.01000000,291.57642998,292.50000000,763.75009444,0,0,0E-8,43.26000000,43.34779485,43.00000000,43.00000000,597.12893844,0,0,0E-8,48.31519730,48.42357215,47.66324799,47.91310000,127.31388874,0,0,0E-8,0.16400000,0.16400103,0.16160001,0.16160001,331021.13192629,0,0,0E-8,206.00000020,210.00000000,205.15060365,208.77777776,149.69220059,0,0,0E-8,1,1,100.00000000
2017-08-15 09:00:00,4210.00000000,4246.12499993,4200.00012120,4238.58127596,344.54109013,0,0,0E-8,13.50907316,13.60000000,13.50000000,13.51000001,807.56791498,0,0,0E-8,292.46000000,292.99999998,290.46209981,291.49999999,312.86952840,0,0,0E-8,43.00000000,43.05818820,42.83110700,43.05818820,614.40902388,0,0,0E-8,48.00459746,48.00530000,47.66324799,47.91375999,16.71122553,0,0,0E-8,0.16155365,0.16270006,0.16130004,0.16270000,316625.43658127,0,0,0E-8,210.03049999,213.44621687,207.22283215,210.49999991,268.51473963,0,0,0E-8,1,1,100.00000000
2017-08-15 09:30:00,4238.58127596,4238.99999981,4069.00346997,4130.00000010,999.98263524,0,0,0E-8,13.60000000,13.65799988,13.50000000,13.62999999,8061.19723172,0,0,0E-8,291.50000000,292.00000000,286.90000000,289.00000005,953.30516797,0,0,0E-8,42.85959342,42.95756715,41.86000000,42.22590000,3159.68390923,0,0,0E-8,47.99249997,47.99249997,46.79000000,47.17278174,161.24892534,0,0,0E-8,0.16200019,0.16299000,0.15917660,0.16281705,536392.86993384,0,0,0E-8,211.00000000,211.00000000,203.00000000,205.00000003,389.70578759,0,0,0E-8,1,1,100.00000000
2017-08-15 10:00:00,4139.99999995,4139.99999996,3917.00000000,3980.88113662,1438.52644069,0,0,0E-8,13.50600087,13.68000000,13.27500000,13.44999968,4197.61100588,0,0,0E-8,289.00000005,289.99918999,280.00000000,281.00000000,4349.54234244,0,0,0E-8,42.23589962,42.33925818,41.19000000,41.51000000,3138.18315960,0,0,0E-8,47.45539998,47.45624262,45.75000000,46.00000000,2313.12393614,0,0,0E-8,0.16160022,0.16349898,0.15860001,0.15910003,574726.44408147,0,0,0E-8,207.00000000,208.49999854,204.00000000,205.00000000,437.75351277,0,0,0E-8,1,1,100.00000000
2017-08-15 10:30:00,3971.10000004,4116.00000001,3965.00000000,4054.99999997,615.75062732,0,0,0E-8,13.44999969,13.55999999,13.35489561,13.50000001,996.78034359,0,0,0E-8,280.53724751,289.00000000,280.00007000,286.00000000,1171.78122517,0,0,0E-8,41.51000000,42.20523700,41.50000000,41.89999999,1748.02373226,0,0,0E-8,46.00000000,48.19095867,45.77560002,47.85298155,296.09165515,0,0,0E-8,0.15910000,0.16034801,0.15875456,0.15998953,551630.46047744,0,0,0E-8,205.06100000,208.00000000,204.00000011,205.45000004,232.18299770,0,0,0E-8,1,1,100.00000000
2017-08-15 11:00:00,4054.99999996,4084.84528927,4010.00000009,4065.99999969,355.13631540,0,0,0E-8,13.56000000,13.63399999,13.35000018,13.49999788,947.79492939,0,0,0E-8,285.00001000,287.64800001,282.64800000,286.03200004,841.94531372,0,0,0E-8,41.90000000,42.20579989,41.70146430,41.97300000,927.75691226,0,0,0E-8,47.74616815,48.16489904,47.00000000,47.17950000,162.54171349,0,0,0E-8,0.15915147,0.16000000,0.15740000,0.15800013,1006753.65554154,0,0,0E-8,207.99999933,207.99999933,205.00002025,206.99000001,66.61963054,0,0,0E-8,1,1,100.00000000
2017-08-15 11:30:00,4070.79999996,4145.39890000,4037.00000000,4089.15799997,402.94702353,0,0,0E-8,13.48844049,13.59999890,13.40000000,13.40000000,1477.08218356,0,0,0E-8,286.00000000,288.99999999,283.83563200,284.99992996,692.95796418,0,0,0E-8,41.97000000,42.21759673,41.80894510,42.07304160,346.28023839,0,0,0E-8,47.36249620,47.50389986,46.52855491,46.76110000,63.25569048,0,0,0E-8,0.15867100,0.16067019,0.15820046,0.15900004,502070.02573898,0,0,0E-8,207.00000000,207.75000000,205.00002000,205.15060365,143.67334750,0,0,0E-8,1,1,100.00000000
2017-08-15 12:00:00,4089.00000009,4100.00000000,4010.00000000,4054.24350007,360.22881833,0,0,0E-8,13.39999998,13.40862527,13.25000000,13.40862527,8263.77873505,0,0,0E-8,284.86894429,285.99950999,282.00000000,284.40000000,627.62444242,0,0,0E-8,42.12740528,42.12740528,41.94526258,42.07113590,1457.80581136,0,0,0E-8,46.76109997,46.76109997,46.00000000,46.43509999,65.23575089,0,0,0E-8,0.15900001,0.15900001,0.15600000,0.15650508,334133.81896441,0,0,0E-8,205.17801512,205.17801512,202.00000000,203.35620027,83.10253884,0,0,0E-8,1,1,100.00000000
2017-08-15 12:30:00,4055.00000000,4070.00000003,4000.15799900,4018.20000003,455.26427663,0,0,0E-8,13.40862494,13.40862494,13.00000000,13.30257235,5967.93833660,0,0,0E-8,283.85000000,285.00007000,281.62004000,283.00099007,741.32011255,0,0,0E-8,41.87852829,42.07113590,41.59480000,41.90000000,954.56809560,0,0,0E-8,46.29621140,46.50000000,45.49970000,46.10000000,363.97846609,0,0,0E-8,0.15748855,0.15748857,0.15580002,0.15610001,331212.52814804,0,0,0E-8,203.35620028,204.12000000,201.32819760,202.60000020,49.47892345,0,0,0E-8,1,1,100.00000000
2017-08-15 13:00:00,4020.00000001,4070.00000000,3968.76451693,3979.99999996,558.62337376,0,0,0E-8,13.24870762,13.38223750,13.22200000,13.35999999,3102.92255095,0,0,0E-8,282.51100000,284.29649361,281.50000000,281.50100000,953.22030111,0,0,0E-8,41.90000000,43.04340576,41.63600000,42.87837302,1839.81347424,0,0,0E-8,46.22442851,46.50000000,45.80000000,45.80000004,130.63980340,0,0,0E-8,0.15690000,0.15875428,0.15581000,0.15620024,626232.85200556,0,0,0E-8,201.83200001,206.70704829,201.83200001,203.50000112,95.83258161,0,0,0E-8,1,1,100.00000000
2017-08-15 13:30:00,3979.99999997,3979.99999997,3929.17600000,3937.00000000,522.54378444,0,0,0E-8,13.36000000,13.36000000,13.10000001,13.27036100,1949.46065127,0,0,0E-8,281.71800000,282.00000000,278.50100000,279.00000000,1832.66777916,0,0,0E-8,42.87837302,42.95140485,42.37899828,42.80713730,622.87187183,0,0,0E-8,45.80000001,46.37000000,45.50000000,46.36640000,456.90731901,0,0,0E-8,0.15581001,0.15827697,0.15550003,0.15690000,367539.01810947,0,0,0E-8,203.50000133,206.33204779,202.00000400,202.80800406,38.64383271,0,0,0E-8,1,1,100.00000000
2017-08-15 14:00:00,3937.00000000,3940.80264996,3857.00000000,3861.00000003,1272.27884380,0,0,0E-8,13.28011415,13.35999852,13.15621156,13.20000002,3048.90900350,0,0,0E-8,279.00000000,279.99999987,273.00000001,273.09993000,4056.30322378,0,0,0E-8,42.85000000,43.55799994,42.65000000,42.65000002,4690.22662757,0,0,0E-8,46.36640000,46.36640000,45.30000000,45.39401000,342.35526527,0,0,0E-8,0.15678477,0.15725093,0.15429988,0.15430000,983525.20158338,0,0,0E-8,202.00000001,202.80800401,198.80800407,200.27086069,263.22811545,0,0,0E-8,1,1,100.00000000
2017-08-15 14:30:00,3866.00000007,3922.00000000,3761.70461157,3897.42445036,1353.55555133,0,0,0E-8,13.20000001,13.35999885,13.03098815,13.20543820,5713.00731296,0,0,0E-8,273.25000000,275.65642384,267.00000000,275.00000000,4526.03647071,0,0,0E-8,42.70000000,42.81810550,41.93440001,42.64999999,1679.64270597,0,0,0E-8,45.39400999,46.79999999,45.08457151,45.91200000,394.44861628,0,0,0E-8,0.15462902,0.15567700,0.15215569,0.15437301,1585935.84132396,0,0,0E-8,200.27086063,203.82952491,196.30764844,199.99000000,484.50167613,0,0,0E-8,1,1,100.00000000
2017-08-15 15:00:00,3906.99999997,3965.19747500,3870.00000001,3965.13789495,903.44341436,0,0,0E-8,13.20543820,13.34990002,13.00000000,13.00000000,12637.65111516,0,0,0E-8,275.00000000,281.99999984,273.60000004,278.69500001,1993.36931932,0,0,0E-8,42.54999990,43.11896998,42.30000000,42.92840000,2293.60989294,0,0,0E-8,45.91200000,46.99999988,45.91200000,46.40000001,119.32131363,0,0,0E-8,0.15437254,0.15500000,0.15210009,0.15499995,447937.28953316,0,0,0E-8,200.37121656,207.50000000,198.96170572,203.45000029,215.59994304,0,0,0E-8,1,1,100.00000000
2017-08-15 15:30:00,3965.19747500,4038.53411999,3965.01000000,3990.00000001,700.00174680,0,0,0E-8,13.00000000,13.31299986,13.00000000,13.10000001,2566.91951712,0,0,0E-8,278.83389970,283.47742765,276.60000101,279.00000000,2754.81859137,0,0,0E-8,42.99000000,43.31999991,42.72000003,42.87138572,1374.77951395,0,0,0E-8,46.83624310,47.60262900,46.35604749,47.52000000,281.23346058,0,0,0E-8,0.15500000,0.15730000,0.15499999,0.15708375,468586.36985367,0,0,0E-8,203.45000052,207.75000000,203.45000052,205.05000066,603.53623064,0,0,0E-8,1,1,100.00000000
2017-08-15 16:00:00,3990.00000000,4078.99999999,3945.00000001,4070.00000000,453.91029373,0,0,0E-8,13.07868400,13.30000001,13.07868400,13.23500022,907.31224391,0,0,0E-8,278.10000000,281.89999989,276.10000001,281.21411900,2358.22109561,0,0,0E-8,42.70000000,43.25116000,42.55380000,43.06077097,2074.00650880,0,0,0E-8,47.64641156,48.14999998,46.92000000,48.14999998,517.67380107,0,0,0E-8,0.15708349,0.15826542,0.15480000,0.15760000,488898.86610480,0,0,0E-8,205.10000015,207.75000000,205.10000000,207.74999998,203.49187827,0,0,0E-8,1,1,100.00000000
2017-08-15 16:30:00,4073.99999999,4088.37098311,4013.00000001,4072.47189998,387.81209571,0,0,0E-8,13.23500027,13.35999868,13.18660592,13.35999868,1314.25740067,0,0,0E-8,281.10000000,282.00000000,278.14727859,280.60028005,1293.69720705,0,0,0E-8,43.18342472,43.18342475,42.10000001,42.58738000,1127.90669106,0,0,0E-8,47.95570000,47.95570000,47.47734189,47.59005801,124.50450576,0,0,0E-8,0.15728047,0.15827691,0.15500005,0.15748855,237820.88482966,0,0,0E-8,207.75000000,207.75000000,205.80000176,207.74999999,357.08704670,0,0,0E-8,1,1,100.00000000
2017-08-15 17:00:00,4072.99990001,4099.00000000,4055.10000001,4079.99999996,389.25412297,0,0,0E-8,13.35999868,13.44999939,13.30000000,13.30000000,1143.63852320,0,0,0E-8,282.13976610,284.75431013,281.30458365,284.00000000,572.06502326,0,0,0E-8,42.40000000,42.74850000,42.20000000,42.74850000,249.82424550,0,0,0E-8,47.92275302,48.15000000,47.59005801,48.06616720,176.67383824,0,0,0E-8,0.15807699,0.15807699,0.15600000,0.15709463,178381.79767668,0,0,0E-8,207.73000000,207.73000000,205.22500130,206.00000000,30.22362641,0,0,0E-8,1,1,100.00000000
2017-08-15 17:30:00,4079.99999994,4087.32400000,4036.00000000,4085.00000000,265.06512310,0,0,0E-8,13.41499809,13.41499809,13.20000000,13.27000006,1459.19167577,0,0,0E-8,284.00000000,285.39999953,282.35790000,284.99929997,1177.99548190,0,0,0E-8,42.74850000,42.91999960,42.33000000,42.74850001,418.82286752,0,0,0E-8,47.80000000,48.35557108,47.63659021,48.30000000,43.51539987,0,0,0E-8,0.15709571,0.15788218,0.15600000,0.15700928,176465.03467797,0,0,0E-8,205.24000058,207.75000000,205.24000058,207.75000000,176.78766596,0,0,0E-8,1,1,100.00000000
2017-08-15 18:00:00,4085.00000000,4142.79119999,4080.00000003,4129.99916997,597.21250379,0,0,0E-8,13.36028414,13.49800000,13.36028414,13.42711402,2002.98722158,0,0,0E-8,284.99929997,287.22999984,284.00000000,285.94695958,2282.24948929,0,0,0E-8,42.74850000,43.10019997,42.74850000,43.08000000,736.08739647,0,0,0E-8,48.23120640,48.87680002,48.00250656,48.52614996,195.67828304,0,0,0E-8,0.15750000,0.15875442,0.15720000,0.15869196,190685.10387508,0,0,0E-8,207.75000000,207.75000000,205.62600053,207.74999999,271.21775061,0,0,0E-8,1,1,100.00000000
2017-08-15 18:30:00,4128.30093312,4135.00000001,4038.66204446,4053.00000000,287.28614609,0,0,0E-8,13.44054113,13.49799953,13.30356632,13.30356632,888.06506835,0,0,0E-8,284.90003310,286.50000000,282.25000000,282.25000000,843.97283864,0,0,0E-8,43.07999999,43.16604806,42.46239123,42.46239123,564.29275544,0,0,0E-8,48.46688482,48.60935599,47.63659025,47.97970850,36.19061028,0,0,0E-8,0.15867269,0.15875443,0.15580000,0.15600000,683615.42140690,0,0,0E-8,205.90000077,207.75000000,205.00000108,205.00000109,123.60880052,0,0,0E-8,1,1,100.00000000
2017-08-15 19:00:00,4059.94855298,4099.99999999,4038.91000000,4080.99999985,232.03241434,0,0,0E-8,13.31000001,13.55481047,13.31000000,13.44072794,2006.78515681,0,0,0E-8,282.20000901,285.75570320,282.06759720,285.20000000,510.67576825,0,0,0E-8,42.77133020,42.99999985,42.31443931,42.98000000,198.86000422,0,0,0E-8,47.70000001,47.97970859,47.44775673,47.57516001,200.26895402,0,0,0E-8,0.15699969,0.15699969,0.15500000,0.15570003,182658.24103206,0,0,0E-8,205.00000108,206.31200110,204.68144985,206.31200110,21.93918888,0,0,0E-8,1,1,100.00000000
2017-08-15 19:30:00,4075.42359999,4097.14330452,4046.32895172,4049.99999998,172.62293426,0,0,0E-8,13.40000001,13.50267930,13.35500001,13.35500002,1722.36201274,0,0,0E-8,285.15999999,285.15999999,282.50000001,283.39000000,636.76355870,0,0,0E-8,42.93702000,43.01980000,42.64000000,42.75899000,235.35885987,0,0,0E-8,47.57516001,48.00000000,47.49000000,47.56516546,17.60528230,0,0,0E-8,0.15689895,0.15689895,0.15470000,0.15480000,392210.94912317,0,0,0E-8,207.69999999,207.69999999,205.15060362,206.11111113,145.52709188,0,0,0E-8,1,1,100.00000000
2017-08-15 20:00:00,4049.49490125,4051.23305764,3985.23300001,4002.00000000,336.32018581,0,0,0E-8,13.42999999,13.42999999,13.22134664,13.25000000,810.18338941,0,0,0E-8,283.38999998,283.39000000,278.14727859,278.14727859,540.11554911,0,0,0E-8,42.55000000,42.85099920,42.50000000,42.50000033,652.09393844,0,0,0E-8,47.55000000,47.65253000,46.99000000,47.27933763,90.96938485,0,0,0E-8,0.15480000,0.15514643,0.15300000,0.15405076,254625.08959724,0,0,0E-8,207.64899320,207.64899320,205.60000000,206.99999999,40.81360768,0,0,0E-8,1,1,100.00000000
2017-08-15 20:30:00,4002.00000000,4071.81762609,3994.48747732,4070.00000000,201.04877633,0,0,0E-8,13.20000000,13.35134776,13.12000017,13.28700007,973.20303774,0,0,0E-8,278.45000000,283.49420106,278.09999999,282.50000003,482.51751560,0,0,0E-8,42.50000030,43.20000000,42.50000028,43.18060000,408.75742299,0,0,0E-8,47.27933763,48.01236390,47.27933763,48.00000000,12.18733483,0,0,0E-8,0.15405075,0.15618389,0.15400000,0.15618352,40732.56845881,0,0,0E-8,206.20000013,210.95279988,206.20000013,209.22200076,482.64820931,0,0,0E-8,1,1,100.00000000
2017-08-15 21:00:00,4066.40325230,4103.27000001,4060.00000000,4103.27000001,210.38412176,0,0,0E-8,13.28700007,13.46299852,13.25000001,13.34345372,717.15886212,0,0,0E-8,283.44999968,283.50000000,279.99989100,281.60000001,357.57645497,0,0,0E-8,43.16060000,43.23241983,42.83000082,43.20924000,69.02847954,0,0,0E-8,48.02349142,48.12363909,47.65600001,47.94239699,8.54926777,0,0,0E-8,0.15500000,0.15618384,0.15410029,0.15500152,169713.32932690,0,0,0E-8,210.49998999,210.49998999,207.22283775,209.61099729,14.83253433,0,0,0E-8,1,1,100.00000000
2017-08-15 21:30:00,4103.27000001,4149.00000000,4089.50296000,4121.00000001,302.43726498,0,0,0E-8,13.41399947,13.41399947,13.36558579,13.36558579,1027.77164165,0,0,0E-8,281.81000004,285.00000000,281.68068523,284.15001000,250.18777938,0,0,0E-8,43.23651883,43.26700185,42.86000016,42.99673075,265.47842272,0,0,0E-8,48.07167543,48.69999994,47.94239700,48.30000000,332.55530280,0,0,0E-8,0.15553456,0.15687256,0.15500000,0.15545983,158358.65381216,0,0,0E-8,209.61100078,212.00000000,208.00000019,211.00000000,49.32003163,0,0,0E-8,1,1,100.00000000
