date,open,high,low,close,volume,prev_position,position,amount
2017-02-01 00:00:00,0.00625000,0.00625453,0.00614400,0.00616113,176624.01566070,0,0,0E-8
2017-02-01 00:30:00,0.00614328,0.00614328,0.00614328,0.00614328,11214.72411800,0,0,0E-8
2017-02-01 01:00:00,0.00617733,0.00617733,0.00617733,0.00617733,100.08598551,0,0,0E-8
2017-02-01 01:30:00,0.00617733,0.00624215,0.00612405,0.00614001,144798.16622787,0,0,0E-8
2017-02-01 02:00:00,0.00612500,0.00616076,0.00611000,0.00616076,53527.39646956,0,0,0E-8
2017-02-01 02:30:00,0.00617793,0.00617793,0.00617670,0.00617793,37080.00905806,0,0,0E-8
2017-02-01 03:00:00,0.00618090,0.00618551,0.00618090,0.00618551,7974.82628304,0,0,0E-8
2017-02-01 03:30:00,0.00622700,0.00622700,0.00620804,0.00621027,84502.39580120,0,0,0E-8
2017-02-01 04:00:00,0.00622699,0.00622699,0.00615000,0.00620787,20375.97738933,0,0,0E-8
2017-02-01 04:30:00,0.00621303,0.00621497,0.00616898,0.00619792,0E-8,0,0,0E-8
2017-02-01 05:00:00,0.00619906,0.00620296,0.00618797,0.00618797,3659.39015509,0,0,0E-8
2017-02-01 05:30:00,0.00619068,0.00619068,0.00619068,0.00619068,1524.49250965,0,0,0E-8
2017-02-01 06:00:00,0.00622352,0.00622700,0.00622352,0.00622700,707.69448295,0,0,0E-8
2017-02-01 06:30:00,0.00622698,0.00622700,0.00622698,0.00622698,8858.00000000,0,0,0E-8
2017-02-01 07:00:00,0.00622700,0.00622700,0.00622700,0.00622700,10350.78336337,0,0,0E-8
2017-02-01 07:30:00,0.00622700,0.00622700,0.00622504,0.00622505,235.50355668,0,0,0E-8
2017-02-01 08:00:00,0.00624990,0.00624990,0.00624251,0.00624252,0E-8,0,0,0E-8
2017-02-01 08:30:00,0.00627280,0.00627280,0.00625999,0.00625999,9795.39502346,0,0,0E-8
2017-02-01 09:00:00,0.00631486,0.00631486,0.00628345,0.00628518,15773.08206928,0,0,0E-8
2017-02-01 09:30:00,0.00630559,0.00630741,0.00627780,0.00627867,0E-8,0,0,0E-8
2017-02-01 10:00:00,0.00629631,0.00629997,0.00627216,0.00627216,6593.90561377,0,0,0E-8
2017-02-01 10:30:00,0.00633030,0.00633427,0.00630885,0.00630885,15635.13868663,0,0,0E-8
2017-02-01 11:00:00,0.00634700,0.00637106,0.00630886,0.00637106,43289.25514387,0,0,0E-8
2017-02-01 11:30:00,0.00636016,0.00636651,0.00636016,0.00636651,45844.36131291,0,0,0E-8
2017-02-01 12:00:00,0.00630000,0.00630000,0.00630000,0.00630000,100.00000000,0,0,0E-8
2017-02-01 12:30:00,0.00639000,0.00642455,0.00636800,0.00642442,93826.17528961,0,0,0E-8
2017-02-01 13:00:00,0.00642454,0.00642455,0.00636410,0.00636410,22954.42428671,0,0,0E-8
2017-02-01 13:30:00,0.00636410,0.00636410,0.00634085,0.00634085,101612.82699627,0,0,0E-8
2017-02-01 14:00:00,0.00643040,0.00651235,0.00642455,0.00651235,788061.59685152,0,0,0E-8
2017-02-01 14:30:00,0.00659093,0.00669969,0.00651235,0.00669969,646912.88084926,0,0,0E-8
2017-02-01 15:00:00,0.00656094,0.00660000,0.00647778,0.00647778,153397.87287405,0,0,0E-8
2017-02-01 15:30:00,0.00651082,0.00655000,0.00651082,0.00655000,2245.07857068,0,0,0E-8
2017-02-01 16:00:00,0.00651000,0.00659799,0.00650000,0.00658328,142645.17401058,0,0,0E-8
2017-02-01 16:30:00,0.00658606,0.00658606,0.00645075,0.00647384,16472.62372492,0,0,0E-8
2017-02-01 17:00:00,0.00653099,0.00653099,0.00647095,0.00652388,54514.73313136,0,0,0E-8
2017-02-01 17:30:00,0.00652388,0.00664000,0.00652330,0.00664000,532573.91967384,0,0,0E-8
2017-02-01 18:00:00,0.00664000,0.00666450,0.00664000,0.00666450,95967.97657619,0,0,0E-8
2017-02-01 18:30:00,0.00666910,0.00667900,0.00661905,0.00661905,20747.06776202,0,0,0E-8
2017-02-01 19:00:00,0.00660902,0.00660903,0.00660542,0.00660542,5153.57323860,0,0,0E-8
2017-02-01 19:30:00,0.00664986,0.00664986,0.00659263,0.00659263,2602.57878084,0,0,0E-8
2017-02-01 20:00:00,0.00658000,0.00663913,0.00655000,0.00656604,227690.73152806,0,0,0E-8
2017-02-01 20:30:00,0.00655000,0.00659632,0.00651024,0.00657735,22338.08994450,0,0,0E-8
2017-02-01 21:00:00,0.00660939,0.00660939,0.00659500,0.00659500,5230.52120090,0,0,0E-8
2017-02-01 21:30:00,0.00660939,0.00660939,0.00651002,0.00659976,82605.29997939,0,0,0E-8
2017-02-01 22:00:00,0.00658991,0.00659124,0.00652239,0.00652239,77572.43035377,0,0,0E-8
2017-02-01 22:30:00,0.00651000,0.00651028,0.00651000,0.00651028,10005.97351296,0,0,0E-8
2017-02-01 23:00:00,0.00654152,0.00654152,0.00647701,0.00650000,7312.83525087,0,0,0E-8
2017-02-01 23:30:00,0.00645000,0.00645000,0.00645000,0.00645000,1761.26604651,0,0,0E-8
2017-02-02 00:00:00,0.00649114,0.00651955,0.00649114,0.00650262,0E-8,0,0,0E-8
2017-02-02 00:30:00,0.00653228,0.00658910,0.00653228,0.00655524,119471.99586715,0,0,0E-8
2017-02-02 01:00:00,0.00658910,0.00658910,0.00658910,0.00658910,10507.12199545,0,0,0E-8
2017-02-02 01:30:00,0.00657155,0.00657338,0.00657155,0.00657338,0E-8,0,0,0E-8
2017-02-02 02:00:00,0.00655401,0.00655767,0.00655401,0.00655767,200.03354850,0,0,0E-8
2017-02-02 02:30:00,0.00654653,0.00654837,0.00654181,0.00654364,0E-8,0,0,0E-8
2017-02-02 03:00:00,0.00653905,0.00653908,0.00652961,0.00652961,8470.95403346,0,0,0E-8
2017-02-02 03:30:00,0.00652952,0.00652998,0.00652471,0.00652471,0E-8,0,0,0E-8
2017-02-02 04:00:00,0.00652000,0.00652089,0.00651981,0.00651981,6965.18653197,0,0,0E-8
2017-02-02 04:30:00,0.00649497,0.00649497,0.00648741,0.00648741,3966.98167981,0,0,0E-8
2017-02-02 05:00:00,0.00650778,0.00650778,0.00650400,0.00650400,0E-8,0,0,0E-8
2017-02-02 05:30:00,0.00652060,0.00652060,0.00652060,0.00652060,0.88339656,0,0,0E-8
2017-02-02 06:00:00,0.00648673,0.00648673,0.00647743,0.00647743,4633.44175876,0,0,0E-8
2017-02-02 06:30:00,0.00649374,0.00649374,0.00646458,0.00646458,0E-8,0,0,0E-8
2017-02-02 07:00:00,0.00650075,0.00650075,0.00645173,0.00645173,646.65047677,0,0,0E-8
2017-02-02 07:30:00,0.00650000,0.00651472,0.00650000,0.00651472,15600.73246131,0,0,0E-8
2017-02-02 08:00:00,0.00651472,0.00651472,0.00648538,0.00651472,13106.55292071,0,0,0E-8
2017-02-02 08:30:00,0.00640117,0.00645173,0.00640117,0.00645173,12379.33182233,0,0,0E-8
2017-02-02 09:00:00,0.00644806,0.00650171,0.00640001,0.00649857,40423.19121600,0,0,0E-8
2017-02-02 09:30:00,0.00649856,0.00651701,0.00649856,0.00651701,1891.78528061,0,0,0E-8
2017-02-02 10:00:00,0.00648639,0.00652000,0.00648639,0.00652000,3378.36859911,0,0,0E-8
2017-02-02 10:30:00,0.00654548,0.00654569,0.00654548,0.00654569,35642.77533238,0,0,0E-8
2017-02-02 11:00:00,0.00649460,0.00649460,0.00649460,0.00649460,34.29288187,0,0,0E-8
2017-02-02 11:30:00,0.00649460,0.00652956,0.00649460,0.00652956,3552.94479739,0,0,0E-8
2017-02-02 12:00:00,0.00649460,0.00649460,0.00649460,0.00649460,1120.19903196,0,0,0E-8
2017-02-02 12:30:00,0.00649460,0.00649460,0.00649460,0.00649460,0E-8,0,0,0E-8
2017-02-02 13:00:00,0.00649461,0.00649461,0.00640001,0.00643458,0E-8,0,0,0E-8
2017-02-02 13:30:00,0.00649461,0.00649461,0.00640001,0.00643458,16169.99036714,0,0,0E-8
2017-02-02 14:00:00,0.00647550,0.00647550,0.00647550,0.00647550,1194.99846344,0,0,0E-8
2017-02-02 14:30:00,0.00643100,0.00647122,0.00643100,0.00647122,596.30932034,0,0,0E-8
2017-02-02 15:00:00,0.00643100,0.00647122,0.00643100,0.00647122,75900.11566761,0,0,0E-8
2017-02-02 15:30:00,0.00647122,0.00647122,0.00646815,0.00646815,75.67570268,0,0,0E-8
2017-02-02 16:00:00,0.00645111,0.00646759,0.00644957,0.00646605,0E-8,0,0,0E-8
2017-02-02 16:30:00,0.00643101,0.00646396,0.00643100,0.00646396,73635.32839473,0,0,0E-8
2017-02-02 17:00:00,0.00643101,0.00646307,0.00640001,0.00646307,144309.00190138,0,0,0E-8
2017-02-02 17:30:00,0.00640001,0.00646308,0.00640001,0.00646308,6411.63541443,0,0,0E-8
